epoch,step,train_loss,val_loss
0,7,,11.078924179077148
1,15,,10.112900733947754
2,23,,23.251453399658203
3,31,,11.425516128540039
4,39,,10.432791709899902
5,47,,8.990238189697266
6,49,20.000638961791992,
6,55,,13.66707992553711
7,63,,16.721092224121094
8,71,,9.617016792297363
9,79,,10.125638961791992
10,87,,9.16646957397461
11,95,,14.413604736328125
12,99,14.734782218933105,
12,103,,9.508996963500977
13,111,,13.794236183166504
14,119,,10.221162796020508
