Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-28 00:00:00+05:30,2268.881745802151,2272.601224073958,2200.071397773725,2256.142578125,4347166,0.0,0.0
2020-09-29 00:00:00+05:30,2264.093115075653,2334.9491340902982,2256.1426844910543,2313.887451171875,6995811,0.0,0.0
2020-09-30 00:00:00+05:30,2314.4453011085607,2329.3232138517255,2287.479084261575,2317.513916015625,3917166,0.0,0.0
2020-10-01 00:00:00+05:30,2333.9725481230694,2361.868634355616,2317.513902649653,2346.479248046875,2610337,0.0,0.0
2020-10-05 00:00:00+05:30,2436.2586374737357,2536.7776438198403,2420.4973913106674,2516.04150390625,17412105,0.0,0.0
2020-10-06 00:00:00+05:30,2544.123439109613,2544.123439109613,2464.2477245738087,2523.9453125,9846367,0.0,0.0
2020-10-07 00:00:00+05:30,2549.702416581307,2575.738765109489,2513.4375025599097,2544.07666015625,9656101,0.0,0.0
2020-10-08 00:00:00+05:30,2603.634867501631,2682.6737831222163,2603.634867501631,2627.532470703125,19839329,0.0,0.0
2020-10-09 00:00:00+05:30,2612.933931663537,2631.391936543555,2585.0378398664175,2615.677001953125,7739245,0.0,0.0
2020-10-12 00:00:00+05:30,2618.0476535756684,2653.8476303693683,2604.332078050809,2631.53076171875,4623203,0.0,0.0
2020-10-13 00:00:00+05:30,2645.4792927242197,2654.6849119334934,2614.979521203957,2628.3232421875,4209878,0.0,0.0
2020-10-14 00:00:00+05:30,2653.957067712699,2653.957067712699,2603.109835921985,2623.700927734375,4395936,12.0,0.0
2020-10-15 00:00:00+05:30,2625.00820052705,2640.6499249521044,2546.5661198282696,2559.266357421875,6629355,0.0,0.0
2020-10-16 00:00:00+05:30,2568.137788360196,2588.2617350474147,2550.5816579998236,2580.46435546875,5273773,0.0,0.0
2020-10-19 00:00:00+05:30,2590.455834322018,2590.455834322018,2527.515506182471,2532.137939453125,3331194,0.0,0.0
2020-10-20 00:00:00+05:30,2544.6980504582248,2577.2887709922884,2538.1144741248063,2557.771728515625,3406273,0.0,0.0
2020-10-21 00:00:00+05:30,2557.771828065277,2567.110169898301,2486.847167440832,2498.3798828125,4570143,0.0,0.0
2020-10-22 00:00:00+05:30,2484.9330500876063,2508.885808473741,2463.5483360035164,2494.411376953125,5262294,0.0,0.0
2020-10-23 00:00:00+05:30,2509.9597131452365,2523.2201137414695,2493.4308927125508,2509.02587890625,3499091,0.0,0.0
2020-10-26 00:00:00+05:30,2511.9669733349288,2530.6436551984007,2493.80394582007,2510.332763671875,2672752,0.0,0.0
2020-10-27 00:00:00+05:30,2521.118726825367,2538.3011838567904,2450.4742651228617,2456.123779296875,3537502,0.0,0.0
2020-10-28 00:00:00+05:30,2474.6605870789813,2480.2168548752393,2433.5718829916323,2448.699951171875,3569445,0.0,0.0
2020-10-29 00:00:00+05:30,2435.439574439594,2479.329781494295,2428.2023594465313,2458.45849609375,3105968,0.0,0.0
2020-10-30 00:00:00+05:30,2461.680343816173,2497.399500776368,2448.1397483672104,2488.528076171875,3427003,0.0,0.0
2020-11-02 00:00:00+05:30,2483.9987225876093,2488.5279091975904,2428.015413516133,2432.264404296875,2571196,0.0,0.0
2020-11-03 00:00:00+05:30,2431.704121152185,2488.668004174567,2428.9493560132273,2459.345703125,2879269,0.0,0.0
2020-11-04 00:00:00+05:30,2437.3071973153965,2541.7566410081195,2437.3071973153965,2477.60205078125,4893928,0.0,0.0
2020-11-05 00:00:00+05:30,2507.345140872425,2530.690998794887,2490.5361231682523,2507.998779296875,2816502,0.0,0.0
2020-11-06 00:00:00+05:30,2520.4184728823057,2533.725610058509,2503.889653355552,2528.309326171875,3884421,0.0,0.0
2020-11-09 00:00:00+05:30,2550.3946366496157,2562.441006454603,2516.77660595269,2546.1923828125,3646592,0.0,0.0
2020-11-10 00:00:00+05:30,2518.736982045923,2533.6315885288327,2463.7809887487306,2474.28662109375,4760020,0.0,0.0
2020-11-11 00:00:00+05:30,2491.422773593692,2514.628643403811,2468.497099625797,2509.95947265625,3242441,0.0,0.0
2020-11-12 00:00:00+05:30,2508.278401198616,2533.49192198505,2485.6329241959847,2494.317626953125,2437505,0.0,0.0
2020-11-13 00:00:00+05:30,2480.029820239141,2488.5743107464464,2461.5865974396593,2481.05712890625,2548093,0.0,0.0
2020-11-14 00:00:00+05:30,2500.76082026687,2511.0797319998237,2484.045282155986,2493.663818359375,298819,0.0,0.0
2020-11-17 00:00:00+05:30,2516.6831357763604,2516.6831357763604,2474.707334637871,2489.648681640625,2827273,0.0,0.0
2020-11-18 00:00:00+05:30,2484.932269505458,2487.92049270269,2434.551970893945,2452.85498046875,2893762,0.0,0.0
2020-11-19 00:00:00+05:30,2462.5207207060403,2499.080237480823,2456.7777317216633,2462.42724609375,4167501,0.0,0.0
2020-11-20 00:00:00+05:30,2479.330036000934,2498.9405560596983,2453.6963303786406,2484.232666015625,2711471,0.0,0.0
2020-11-23 00:00:00+05:30,2512.0134994508235,2549.366860037453,2488.66764908418,2543.997314453125,3706418,0.0,0.0
2020-11-24 00:00:00+05:30,2553.4763198820683,2561.5073857459474,2526.021683719573,2541.943603515625,3120516,0.0,0.0
2020-11-25 00:00:00+05:30,2548.433075075523,2552.1216739070874,2510.3326009464317,2522.56591796875,3302249,0.0,0.0
2020-11-26 00:00:00+05:30,2508.2786017202016,2550.25440241744,2502.6755966530677,2540.58935546875,2341099,0.0,0.0
2020-11-27 00:00:00+05:30,2526.021913026112,2537.881563656248,2492.4506137904837,2502.34912109375,6086808,0.0,0.0
2020-12-01 00:00:00+05:30,2501.7413501671103,2554.8764149352437,2450.80065856317,2546.378662109375,3605017,0.0,0.0
2020-12-02 00:00:00+05:30,2539.095099899602,2572.4329340618538,2523.6400988394357,2567.623779296875,2509032,0.0,0.0
2020-12-03 00:00:00+05:30,2590.3625699358627,2590.3625699358627,2522.099427399725,2530.177001953125,2852548,0.0,0.0
2020-12-04 00:00:00+05:30,2531.4376239100243,2557.631717047482,2520.4183354972165,2547.079345703125,2686527,0.0,0.0
2020-12-07 00:00:00+05:30,2535.3591440907703,2562.4403283186275,2527.094622536859,2556.55712890625,1996400,0.0,0.0
2020-12-08 00:00:00+05:30,2558.7056122144845,2619.9184873303448,2551.6551186710476,2612.21435546875,4277818,0.0,0.0
2020-12-09 00:00:00+05:30,2628.7431027104317,2652.088956198091,2608.338735567477,2624.821044921875,3659996,0.0,0.0
2020-12-10 00:00:00+05:30,2631.5446280689553,2640.2293312394418,2596.292388995285,2600.074462890625,2127801,0.0,0.0
2020-12-11 00:00:00+05:30,2607.9191425078952,2621.9266577517733,2581.631796761644,2599.42138671875,1795408,0.0,0.0
2020-12-14 00:00:00+05:30,2616.60317875864,2618.470846980452,2573.8802681846896,2612.587646484375,2483658,0.0,0.0
2020-12-15 00:00:00+05:30,2601.6620341642156,2609.786345959962,2572.713174487586,2578.829833984375,2365509,0.0,0.0
2020-12-16 00:00:00+05:30,2595.12493524964,2633.2254117063767,2577.8022672885154,2627.995849609375,2565149,0.0,0.0
2020-12-17 00:00:00+05:30,2625.0072328661354,2664.8818969249055,2619.404229167382,2650.407470703125,2863460,0.0,0.0
2020-12-18 00:00:00+05:30,2678.2367913180487,2706.2518205159363,2657.8791578368723,2671.699951171875,6076692,0.0,0.0
2020-12-21 00:00:00+05:30,2671.6994617245073,2695.5122321802833,2600.7280674249396,2633.55224609375,2705195,0.0,0.0
2020-12-22 00:00:00+05:30,2646.4861042550588,2692.8508807654166,2632.1516581907595,2682.438720703125,2881737,0.0,0.0
2020-12-23 00:00:00+05:30,2685.7539498539613,2725.862083943248,2675.8552159425985,2716.290283203125,2790988,0.0,0.0
2020-12-24 00:00:00+05:30,2716.5241409994615,2728.057086488256,2692.4311690226423,2716.85107421875,1807144,0.0,0.0
2020-12-28 00:00:00+05:30,2717.4571962147616,2754.5303639128324,2709.986523510391,2735.573486328125,2108994,0.0,0.0
2020-12-29 00:00:00+05:30,2726.795815293892,2756.678509160126,2726.795815293892,2736.60107421875,1994151,0.0,0.0
2020-12-30 00:00:00+05:30,2740.2425648283106,2752.66260337998,2709.986432585493,2716.803466796875,2637968,0.0,0.0
2020-12-31 00:00:00+05:30,2708.1200519468825,2712.789224450239,2656.7591544099587,2673.334716796875,4040956,0.0,0.0
2021-01-01 00:00:00+05:30,2689.442259668744,2745.4723067451764,2688.5084255508036,2734.499755859375,2681440,0.0,0.0
2021-01-04 00:00:00+05:30,2754.8108624004954,2848.8946571079023,2746.359617377793,2838.34228515625,5113293,0.0,0.0
2021-01-05 00:00:00+05:30,2838.482706961453,2908.1933432528785,2838.482706961453,2888.349365234375,5801309,0.0,0.0
2021-01-06 00:00:00+05:30,2894.886175984147,2907.492938363433,2836.2413394668347,2849.59521484375,3726716,0.0,0.0
2021-01-07 00:00:00+05:30,2871.5405757799913,2877.0035978262345,2801.736459344364,2832.1328125,3717827,0.0,0.0
2021-01-08 00:00:00+05:30,2885.5476904620014,2921.033390215256,2857.5326643410112,2914.403076171875,5879039,0.0,0.0
2021-01-11 00:00:00+05:30,3016.2844547108357,3016.2844547108357,2938.356036609874,2966.277587890625,9508039,0.0,0.0
2021-01-12 00:00:00+05:30,2966.277445116004,2997.6076264981134,2941.577577404691,2964.783447265625,3611458,0.0,0.0
2021-01-13 00:00:00+05:30,2964.9236316180336,2966.791300047399,2919.3992136522447,2949.935546875,3572801,0.0,0.0
2021-01-14 00:00:00+05:30,2951.8534090501994,3056.1740604318466,2919.481169360795,3041.391357421875,6931542,6.0,0.0
2021-01-15 00:00:00+05:30,3026.702358582528,3063.191196908562,3003.3120776043015,3025.15869140625,4131692,0.0,0.0
2021-01-18 00:00:00+05:30,3040.7366829217426,3047.0520591093496,2982.167324983945,3014.3056640625,4160906,0.0,0.0
2021-01-19 00:00:00+05:30,3024.830930574348,3067.8690446499495,3023.8953193987913,3050.747314453125,2975735,0.0,0.0
2021-01-20 00:00:00+05:30,3059.448485539383,3113.6671064414854,3056.735304550454,3095.750244140625,3453446,0.0,0.0
2021-01-21 00:00:00+05:30,3092.19522487097,3096.077920244956,3052.0575930480427,3063.051025390625,2778546,0.0,0.0
2021-01-22 00:00:00+05:30,3033.1581312723433,3110.907520367718,3033.1581312723433,3090.417724609375,3052459,0.0,0.0
2021-01-25 00:00:00+05:30,3095.8908890755743,3124.754588336801,3067.541821700797,3079.37744140625,2272887,0.0,0.0
2021-01-27 00:00:00+05:30,3087.5164676350937,3093.551113228611,3019.2168609268024,3051.074462890625,2786662,0.0,0.0
2021-01-28 00:00:00+05:30,3022.0241763027448,3064.1266803069625,2978.798984542555,2990.72802734375,3083938,0.0,0.0
2021-01-29 00:00:00+05:30,3003.3589450406294,3009.7211472381055,2900.39488107821,2911.01416015625,5445659,0.0,0.0
2021-02-01 00:00:00+05:30,2900.3947886805418,2961.2095181206178,2848.0942127303597,2937.211181640625,3985846,0.0,0.0
2021-02-02 00:00:00+05:30,2969.6301320346233,3016.4106949211173,2947.1754618491063,2997.183837890625,2881837,0.0,0.0
2021-02-03 00:00:00+05:30,3006.1192952380734,3027.6383564862763,2959.011171963385,2994.003173828125,2505866,0.0,0.0
2021-02-04 00:00:00+05:30,3008.9721276831356,3029.368495373328,2971.50085739613,2983.149169921875,2057261,0.0,0.0
2021-02-05 00:00:00+05:30,2992.973339643673,2999.429193840393,2927.5273832634853,2954.61328125,2366135,0.0,0.0
2021-02-08 00:00:00+05:30,2984.132549912442,3018.2823658935686,2951.994207066012,3007.148681640625,2526592,0.0,0.0
2021-02-09 00:00:00+05:30,2989.2774254948017,3036.8065144387606,2960.2734817732558,2972.3427734375,2658751,0.0,0.0
2021-02-10 00:00:00+05:30,2979.921572304198,3012.1065051391424,2954.005188615393,3006.3994140625,2127983,0.0,0.0
2021-02-11 00:00:00+05:30,3007.9903259086964,3012.0135001780386,2979.9688131912976,2999.56982421875,1165882,0.0,0.0
2021-02-12 00:00:00+05:30,2979.1730194872825,3036.5260294622976,2977.1147206128585,2985.34814453125,2777404,0.0,0.0
2021-02-15 00:00:00+05:30,3002.3763790132916,3002.3763790132916,2929.9133363351457,2937.678955078125,2630853,0.0,0.0
2021-02-16 00:00:00+05:30,2947.1755573521955,2963.6890052179583,2900.39499294978,2908.62841796875,3435770,0.0,0.0
2021-02-17 00:00:00+05:30,2905.1666110627943,2931.1298234944466,2849.450914917214,2875.22705078125,3678426,0.0,0.0
2021-02-18 00:00:00+05:30,2867.648301041308,2898.4298178636504,2835.8375205403604,2860.490966796875,4189909,0.0,0.0
