Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-28 00:00:00+05:30,711.7445353426011,714.0188127475461,702.7532558780774,707.2365112304688,1088220,0.0,0.0
2020-09-29 00:00:00+05:30,710.8447978369254,713.141537589628,700.722007994311,702.7847900390625,963580,0.0,0.0
2020-09-30 00:00:00+05:30,703.1942596321555,721.136345560328,702.0740085470129,716.1829223632812,2070000,0.0,0.0
2020-10-01 00:00:00+05:30,716.1987067225133,722.0924094857872,710.7368921252031,719.8654174804688,1252760,0.0,0.0
2020-10-05 00:00:00+05:30,719.7528112252833,726.1413938376575,707.8011431829927,721.3341674804688,1421620,0.0,0.0
2020-10-06 00:00:00+05:30,721.3275187663381,725.601585515908,712.3767144020685,714.3023071289062,1505560,0.0,0.0
2020-10-07 00:00:00+05:30,717.8723236266643,725.4644166677836,713.3035575669803,724.98974609375,1992940,0.0,0.0
2020-10-08 00:00:00+05:30,724.3418414300269,734.6895820218845,722.1845426964334,733.5468139648438,1571520,0.0,0.0
2020-10-09 00:00:00+05:30,731.0903161634806,735.5893334937174,719.1679202383531,721.376953125,1484920,0.0,0.0
2020-10-12 00:00:00+05:30,724.3417570412162,726.5732519606725,713.544115942465,715.4426879882812,1163320,0.0,0.0
2020-10-13 00:00:00+05:30,714.4439868398035,718.9092837254115,704.186204859383,705.1310424804688,1524700,0.0,0.0
2020-10-14 00:00:00+05:30,705.1760893065078,711.7446445746568,699.5972960262905,705.1333618164062,1331900,0.0,0.0
2020-10-15 00:00:00+05:30,706.345681072571,710.3048380680958,700.1280636369441,701.9703979492188,1004880,0.0,0.0
2020-10-16 00:00:00+05:30,704.0962356910875,711.7625790520685,691.7239376198384,694.2096557617188,2647220,0.0,0.0
2020-10-19 00:00:00+05:30,699.5972424410862,727.8510951647659,693.975722101344,724.0336303710938,3655880,0.0,0.0
2020-10-20 00:00:00+05:30,715.3437895750885,738.2887790520252,713.0942808028398,731.205078125,4066880,0.0,0.0
2020-10-21 00:00:00+05:30,730.6404871832203,733.9899817544601,717.2356439419342,721.2307739257812,3001820,0.0,0.0
2020-10-22 00:00:00+05:30,719.3950940478999,723.4914403761596,709.4072979419582,715.7688598632812,2271600,0.0,0.0
2020-10-23 00:00:00+05:30,716.6935861700763,722.8122398263921,711.1710304465109,713.7894897460938,1471900,0.0,0.0
2020-10-26 00:00:00+05:30,728.8408540458239,736.7141348765658,722.1890411207498,731.5110473632812,6920120,0.0,0.0
2020-10-27 00:00:00+05:30,741.4381328733116,778.3300788051147,737.6387365087619,775.1740112304688,9871340,0.0,0.0
2020-10-28 00:00:00+05:30,771.5816551873045,778.1052318638152,761.8772966683447,770.1937255859375,3265240,0.0,0.0
2020-10-29 00:00:00+05:30,767.034905666738,786.9603678815154,763.9174317359325,771.174072265625,2731220,13.5,0.0
2020-10-30 00:00:00+05:30,772.1065566880716,793.5450842366654,772.0608567256497,784.4760131835938,4786320,0.0,0.0
2020-11-02 00:00:00+05:30,786.2770000229867,793.5450795962817,774.3464083157264,782.3435668945312,1695280,0.0,0.0
2020-11-03 00:00:00+05:30,788.0140867034182,789.4288326152792,766.1184468999741,772.1751708984375,2094860,0.0,0.0
2020-11-04 00:00:00+05:30,777.0891230868317,786.2313480643239,769.0896762315261,776.95654296875,1958180,0.0,0.0
2020-11-05 00:00:00+05:30,781.6602552693074,795.3278931149533,778.0399139991102,787.2050170898438,2034940,0.0,0.0
2020-11-06 00:00:00+05:30,788.0597388085199,789.881320313919,772.6596886779608,777.39306640625,2380060,0.0,0.0
2020-11-09 00:00:00+05:30,783.8542746025728,794.0021204892898,777.1804067278387,792.2650756835938,2228640,0.0,0.0
2020-11-10 00:00:00+05:30,792.265193953667,792.265193953667,758.0207426999567,759.0217895507812,5793320,0.0,0.0
2020-11-11 00:00:00+05:30,762.0043598524243,769.2290268202923,753.0906915758062,763.2659912109375,4966220,0.0,0.0
2020-11-12 00:00:00+05:30,767.9010215297031,772.5178329215428,755.7692739189247,764.225830078125,2956620,0.0,0.0
2020-11-13 00:00:00+05:30,764.5186473615112,772.0609837928804,761.0903126199797,769.1194458007812,1485460,0.0,0.0
2020-11-14 00:00:00+05:30,772.4722334433828,772.4722334433828,765.7069653161769,769.690673828125,208940,0.0,0.0
2020-11-17 00:00:00+05:30,774.8034888208327,780.0991042498758,770.3718202611299,776.3051147460938,2390080,0.0,0.0
2020-11-18 00:00:00+05:30,774.8035394067183,775.6903084142724,762.0890172533537,771.2655029296875,2892660,0.0,0.0
2020-11-19 00:00:00+05:30,769.7753810860889,786.2313868575254,767.309256848776,774.0791015625,3604440,0.0,0.0
2020-11-20 00:00:00+05:30,779.374658476631,799.9446641255743,773.210520146463,798.134521484375,5080200,0.0,0.0
2020-11-23 00:00:00+05:30,798.1619587193053,815.8933223238056,798.1345610595981,813.036376953125,4052900,0.0,0.0
2020-11-24 00:00:00+05:30,811.3723466991312,821.4836437961485,804.5156789805469,808.0628662109375,4289940,0.0,0.0
2020-11-25 00:00:00+05:30,813.1551323586303,813.1551323586303,792.6308281289148,800.8679809570312,2130160,0.0,0.0
2020-11-26 00:00:00+05:30,804.4700255294925,815.4406945134515,789.888166845039,811.00439453125,2907520,0.0,0.0
2020-11-27 00:00:00+05:30,815.9434809604174,825.9496516890005,774.7920345772484,817.7239379882812,22134920,0.0,0.0
2020-12-01 00:00:00+05:30,825.8994578548303,825.9040334311976,792.2446428809093,796.2031860351562,4701720,0.0,0.0
2020-12-02 00:00:00+05:30,796.2032633561856,797.6500384241373,783.9458510749911,789.2689208984375,3239040,0.0,0.0
2020-12-03 00:00:00+05:30,797.6591680810498,801.7754573093534,791.5338658882779,799.5858764648438,2545500,0.0,0.0
2020-12-04 00:00:00+05:30,802.2302217124216,817.200614738679,800.8588880000926,814.9699096679688,2494000,0.0,0.0
2020-12-07 00:00:00+05:30,806.8470295235355,818.2291104319445,797.6522414979378,802.8038940429688,2520600,0.0,0.0
2020-12-08 00:00:00+05:30,807.8983687052284,810.4307268804721,794.7449823962737,800.8336791992188,2373980,0.0,0.0
2020-12-09 00:00:00+05:30,801.9376470811576,806.4219350107091,799.0829896949159,803.1055908203125,1790060,0.0,0.0
2020-12-10 00:00:00+05:30,804.8357302961596,841.2675292576123,802.7878808883834,838.9225463867188,6089220,0.0,0.0
2020-12-11 00:00:00+05:30,836.5135001364253,843.8272793725907,831.9423881138218,841.1348876953125,3258820,0.0,0.0
2020-12-14 00:00:00+05:30,839.0138457045767,853.83798585109,836.5134609373108,849.8519897460938,2614260,0.0,0.0
2020-12-15 00:00:00+05:30,843.8410797698909,847.9413542202,828.7815186488529,831.4807739257812,2715100,0.0,0.0
2020-12-16 00:00:00+05:30,840.9931878092674,856.3955247701509,834.2347832562485,837.5853881835938,4432140,0.0,0.0
2020-12-17 00:00:00+05:30,838.2505925317103,840.8629675767631,829.0535168529876,836.7581176757812,1962080,0.0,0.0
2020-12-18 00:00:00+05:30,840.8561306049785,850.1812111122118,830.0226164772755,839.3819580078125,4995800,0.0,0.0
2020-12-21 00:00:00+05:30,834.8107677397585,846.7984977969425,827.4169717616486,831.6041259765625,2844440,0.0,0.0
2020-12-22 00:00:00+05:30,831.9423585709334,853.1980287212348,822.8001348503738,848.103515625,2655480,0.0,0.0
2020-12-23 00:00:00+05:30,848.1721372741639,859.9175852539797,846.3391168595329,856.292724609375,2056900,0.0,0.0
2020-12-24 00:00:00+05:30,850.7845578558521,860.7404539278403,839.832190541228,848.688720703125,2508740,0.0,0.0
2020-12-28 00:00:00+05:30,861.3803787870339,861.3803787870339,846.5699643628607,850.105712890625,1307140,0.0,0.0
2020-12-29 00:00:00+05:30,851.141200285039,854.7980905118275,830.8180507055707,834.8063354492188,3974280,0.0,0.0
2020-12-30 00:00:00+05:30,841.0617139208442,844.1929702203003,833.3137015499577,840.1361083984375,1873080,0.0,0.0
2020-12-31 00:00:00+05:30,835.5102631894499,843.3702666785173,834.5708750072104,840.6390380859375,1708840,0.0,0.0
2021-01-01 00:00:00+05:30,840.6139150738056,846.5700884291457,836.7901836902074,843.4022827148438,1005720,0.0,0.0
2021-01-04 00:00:00+05:30,845.4271878479069,851.5981892190595,837.8734138984616,840.0767211914062,1240700,0.0,0.0
2021-01-05 00:00:00+05:30,838.5019679716298,851.1411045563752,835.5102107031429,848.3184204101562,1673460,0.0,0.0
2021-01-06 00:00:00+05:30,846.1151374811327,850.2268505830123,842.4559600131676,846.3528442382812,1154120,0.0,0.0
2021-01-07 00:00:00+05:30,850.1812203262903,850.912587162297,825.0903772567881,828.6192626953125,2412100,0.0,0.0
2021-01-08 00:00:00+05:30,833.1902924674409,838.7990558451049,822.8001637717651,836.7991943359375,3032700,0.0,0.0
2021-01-11 00:00:00+05:30,838.7991126672576,847.7516183108532,831.3985085878586,840.69384765625,2291100,0.0,0.0
2021-01-12 00:00:00+05:30,841.541841589169,842.9108876002872,820.5147233311018,822.7591552734375,2831320,0.0,0.0
2021-01-13 00:00:00+05:30,824.6263419547225,835.3707432676998,821.2002956390821,823.6824340820312,2187740,0.0,0.0
2021-01-14 00:00:00+05:30,825.040128807271,833.286378038576,825.040128807271,828.861572265625,1169760,0.0,0.0
2021-01-15 00:00:00+05:30,827.8306424814938,834.1822113147296,813.6579079815461,815.2120971679688,1928020,0.0,0.0
2021-01-18 00:00:00+05:30,815.9412533664581,826.1828438113681,802.5387767269289,805.9190673828125,2413480,0.0,0.0
2021-01-19 00:00:00+05:30,810.4581679517898,814.595046684512,807.7155007167584,811.5872192382812,1256980,0.0,0.0
2021-01-20 00:00:00+05:30,812.1495355598679,820.0575825047995,805.5694659878384,808.2321166992188,1476620,0.0,0.0
2021-01-21 00:00:00+05:30,812.2865940665159,818.2290396055506,807.0458298362004,809.8319091796875,1419540,0.0,0.0
2021-01-22 00:00:00+05:30,812.9266154876725,817.4199987514085,802.2302016392077,804.0403442382812,1965000,0.0,0.0
2021-01-25 00:00:00+05:30,806.89275404624,809.0869103603227,787.5958183024416,796.0706787109375,2328720,0.0,0.0
2021-01-27 00:00:00+05:30,798.7081321059046,804.4105831503562,792.6422575705532,801.6862182617188,1328040,0.0,0.0
2021-01-28 00:00:00+05:30,798.5733866340428,800.8589429781586,786.3685380763509,794.80908203125,1781100,0.0,0.0
2021-01-29 00:00:00+05:30,794.690128221824,798.4750224413593,775.320040653011,779.8317260742188,2257760,0.0,0.0
2021-02-01 00:00:00+05:30,786.2313115845102,789.6916190260648,777.089087031202,781.0979614257812,1688120,0.0,0.0
2021-02-02 00:00:00+05:30,783.9480799297698,793.0880171227784,779.5803573931075,785.7879638671875,2605960,0.0,0.0
2021-02-03 00:00:00+05:30,786.2335482522625,790.2995612859306,779.4202924549724,784.6953735351562,2246500,0.0,0.0
